,,top,mid_L_top,mid_R_top,mid_L_bot,mid_R_bot,bot_L,bot_R,"
"
vid_2_frame_26468_0.jpg,N/A,"[22, 3]","[13, 20]","[27, 22]","[11, 36]","[32, 38]","[8, 49]","[35, 52]",
vid_31_frame_1527_2.jpg,N/A,"[22, 8]","[13, 21]","[25, 23]","[9, 33]","[25, 36]","[7, 40]","[24, 43]",
vid_2_frame_9792_2.jpg,N/A,"[13, 4]","[9, 17]","[18, 17]","[7, 28]","[19, 27]","[3, 40]","[20, 40]",
vid_2_frame_14572_1.jpg,N/A,"[16, 4]","[7, 30]","[23, 28]","[7, 48]","[29, 44]","[8, 64]","[35, 60]",
vid_2_frame_2923_3.jpg,N/A,"[14, 1]","[9, 15]","[21, 15]","[9, 26]","[24, 26]","[8, 37]","[26, 37]",
vid_18_frame_2375_6.jpg,N/A,"[9, 0]","[5, 9]","[14, 9]","[3, 19]","[16, 18]","[4, 28]","[18, 27]",
vid_2_frame_4223_0.jpg,N/A,"[15, 1]","[11, 20]","[23, 18]","[9, 35]","[27, 32]","[8, 48]","[31, 44]",
vid_18_frame_2277_1.jpg,N/A,"[6, 2]","[5, 23]","[20, 18]","[7, 41]","[27, 33]","[9, 61]","[37, 51]",
vid_2_frame_19121_1.jpg,N/A,"[14, 1]","[10, 13]","[18, 13]","[8, 21]","[19, 21]","[7, 32]","[20, 31]",
vid_6_frame_22256_0.jpg,N/A,"[20, 1]","[14, 25]","[33, 21]","[12, 46]","[38, 43]","[9, 66]","[45, 63]",
vid_30_frame_1170_2.jpg,N/A,"[31, 3]","[19, 32]","[42, 30]","[17, 55]","[49, 50]","[17, 79]","[55, 68]",
vid_31_frame_2377_22.jpg,N/A,"[3, 0]","[2, 9]","[8, 7]","[2, 15]","[10, 13]","[1, 16]","[11, 14]",
vid_2_frame_27283_3.jpg,N/A,"[14, 1]","[9, 9]","[16, 10]","[8, 16]","[16, 17]","[4, 24]","[16, 26]",
vid_2_frame_9790_0.jpg,N/A,"[20, 4]","[13, 24]","[27, 24]","[11, 41]","[29, 41]","[8, 55]","[33, 57]",
vid_2_frame_21359_0.jpg,N/A,"[26, 2]","[19, 30]","[39, 25]","[18, 51]","[45, 45]","[18, 74]","[53, 65]",
vid_2_frame_19823_0.jpg,N/A,"[28, 1]","[20, 24]","[42, 26]","[19, 45]","[47, 49]","[13, 65]","[49, 67]",
vid_2_frame_26040_4.jpg,N/A,"[7, 1]","[5, 10]","[12, 10]","[5, 18]","[13, 17]","[3, 25]","[16, 23]",
vid_31_frame_1909_6.jpg,N/A,"[10, 4]","[5, 15]","[15, 15]","[3, 24]","[16, 24]","[2, 28]","[17, 28]",
vid_18_frame_2362_8.jpg,N/A,"[17, 5]","[11, 17]","[21, 17]","[9, 26]","[21, 28]","[5, 38]","[23, 39]",
vid_2_frame_37165_3.jpg,N/A,"[12, 2]","[8, 14]","[17, 14]","[8, 22]","[17, 22]","[3, 34]","[19, 34]",
vid_18_frame_2210_6.jpg,N/A,"[11, 2]","[7, 13]","[15, 13]","[6, 21]","[17, 21]","[6, 30]","[18, 29]",
vid_2_frame_1815_2.jpg,N/A,"[32, 3]","[20, 27]","[39, 28]","[16, 45]","[39, 47]","[9, 64]","[44, 68]",
vid_31_frame_2379_3.jpg,N/A,"[11, 0]","[5, 12]","[16, 12]","[4, 24]","[18, 22]","[4, 29]","[19, 28]",
vid_2_frame_20433_2.jpg,N/A,"[18, 1]","[13, 16]","[25, 15]","[11, 27]","[25, 25]","[7, 39]","[29, 39]",
vid_2_frame_22482_4.jpg,N/A,"[26, 2]","[18, 21]","[34, 22]","[15, 37]","[35, 39]","[10, 55]","[38, 56]",
vid_2_frame_19138_2.jpg,N/A,"[21, 0]","[14, 16]","[26, 16]","[12, 28]","[28, 28]","[10, 40]","[30, 41]",
vid_18_frame_2111_4.jpg,N/A,"[7, 3]","[5, 16]","[16, 13]","[5, 27]","[19, 23]","[6, 41]","[27, 35]",
vid_2_frame_7758_2.jpg,N/A,"[7, 1]","[4, 6]","[11, 5]","[3, 13]","[12, 12]","[3, 21]","[14, 21]",
vid_31_frame_1787_4.jpg,N/A,"[24, 1]","[15, 15]","[27, 17]","[10, 28]","[27, 30]","[8, 35]","[27, 38]",
vid_2_frame_1815_0.jpg,N/A,"[15, 4]","[10, 23]","[22, 21]","[10, 36]","[26, 33]","[5, 52]","[30, 47]",
vid_2_frame_7855_1.jpg,N/A,"[12, 2]","[8, 11]","[16, 11]","[6, 18]","[17, 18]","[5, 26]","[18, 27]",
vid_2_frame_4303_2.jpg,N/A,"[20, 3]","[15, 24]","[30, 21]","[14, 41]","[34, 37]","[11, 55]","[39, 52]",
vid_18_frame_2054_1.jpg,N/A,"[18, 5]","[14, 44]","[40, 34]","[18, 75]","[54, 58]","[20, 104]","[61, 69]",
vid_18_frame_2358_12.jpg,N/A,"[9, 0]","[5, 11]","[14, 11]","[3, 20]","[15, 21]","[1, 29]","[17, 30]",
vid_2_frame_19823_2.jpg,N/A,"[15, 0]","[10, 25]","[28, 21]","[8, 46]","[32, 40]","[7, 64]","[37, 57]",
vid_30_frame_1759_1.jpg,N/A,"[22, 0]","[15, 11]","[25, 12]","[13, 21]","[25, 22]","[8, 30]","[27, 33]",
vid_2_frame_21359_2.jpg,N/A,"[23, 4]","[16, 18]","[26, 19]","[12, 30]","[26, 33]","[7, 45]","[28, 49]",
vid_2_frame_9790_2.jpg,N/A,"[13, 3]","[12, 18]","[22, 16]","[13, 29]","[27, 26]","[12, 44]","[34, 39]",
vid_30_frame_1234_0.jpg,N/A,"[24, 1]","[18, 22]","[35, 20]","[17, 39]","[39, 37]","[16, 58]","[44, 54]",
vid_31_frame_2346_3.jpg,N/A,"[21, 2]","[11, 17]","[26, 18]","[7, 30]","[28, 31]","[5, 37]","[30, 38]",
vid_5_frame_1338_0.jpg,N/A,"[19, 3]","[12, 17]","[25, 17]","[10, 29]","[26, 30]","[6, 42]","[29, 43]",
vid_2_frame_20939_0.jpg,N/A,"[25, 2]","[18, 20]","[33, 20]","[15, 35]","[33, 36]","[11, 49]","[35, 50]",
vid_2_frame_27283_1.jpg,N/A,"[21, 1]","[16, 16]","[28, 16]","[13, 27]","[31, 26]","[13, 38]","[32, 38]",
vid_6_frame_22256_2.jpg,N/A,"[8, 1]","[6, 13]","[15, 11]","[6, 23]","[18, 21]","[5, 35]","[22, 30]",
vid_18_frame_2375_4.jpg,N/A,"[27, 3]","[17, 21]","[35, 21]","[13, 39]","[36, 40]","[8, 58]","[40, 58]",
vid_2_frame_4223_2.jpg,N/A,"[5, 1]","[3, 9]","[8, 9]","[2, 14]","[10, 13]","[2, 20]","[13, 19]",
vid_6_frame_22604_4.jpg,N/A,"[6, 0]","[4, 11]","[12, 8]","[4, 21]","[16, 18]","[8, 31]","[20, 26]",
vid_30_frame_1210_1.jpg,N/A,"[16, 0]","[10, 17]","[23, 16]","[10, 32]","[26, 29]","[8, 49]","[28, 44]",
vid_18_frame_2096_3.jpg,N/A,"[9, 1]","[7, 13]","[17, 11]","[7, 23]","[20, 20]","[6, 36]","[26, 32]",
vid_2_frame_14572_3.jpg,N/A,"[12, 3]","[9, 12]","[15, 12]","[7, 20]","[15, 20]","[4, 29]","[18, 31]",
vid_31_frame_2382_7.jpg,N/A,"[11, 0]","[7, 13]","[17, 12]","[6, 23]","[19, 22]","[5, 29]","[21, 28]",
vid_18_frame_2362_13.jpg,N/A,"[7, 2]","[5, 9]","[12, 8]","[5, 17]","[14, 15]","[5, 23]","[17, 22]",
vid_2_frame_2774_0.jpg,N/A,"[37, 4]","[27, 37]","[50, 33]","[26, 65]","[58, 55]","[22, 97]","[65, 84]",
vid_2_frame_16816_2.jpg,N/A,"[17, 3]","[12, 17]","[21, 17]","[11, 26]","[22, 26]","[9, 36]","[25, 37]",
vid_18_frame_2216_2.jpg,N/A,"[15, 3]","[9, 15]","[20, 15]","[7, 26]","[21, 27]","[5, 38]","[24, 38]",
vid_3_frame_21945_2.jpg,N/A,"[8, 9]","[5, 16]","[14, 15]","[4, 24]","[16, 23]","[5, 33]","[19, 31]",
vid_31_frame_1626_1.jpg,N/A,"[19, 1]","[11, 15]","[24, 16]","[8, 26]","[26, 28]","[7, 32]","[26, 34]",
vid_2_frame_2774_1.jpg,N/A,"[19, 0]","[13, 12]","[23, 12]","[11, 22]","[23, 22]","[8, 32]","[24, 33]",
vid_2_frame_16816_3.jpg,N/A,"[7, 3]","[5, 9]","[10, 9]","[4, 13]","[11, 13]","[3, 19]","[11, 19]",
vid_31_frame_2382_6.jpg,N/A,"[11, 4]","[6, 20]","[18, 19]","[5, 32]","[20, 31]","[4, 38]","[22, 37]",
vid_31_frame_1527_1.jpg,N/A,"[19, 8]","[10, 25]","[26, 26]","[7, 36]","[28, 38]","[4, 43]","[27, 45]",
vid_31_frame_1834_0.jpg,N/A,"[23, 2]","[15, 21]","[32, 21]","[11, 35]","[33, 36]","[8, 42]","[33, 43]",
vid_18_frame_2353_6.jpg,N/A,"[7, 2]","[4, 12]","[13, 12]","[3, 21]","[15, 20]","[3, 33]","[17, 31]",
vid_18_frame_2277_2.jpg,N/A,"[8, 4]","[6, 17]","[15, 14]","[6, 26]","[19, 24]","[6, 38]","[23, 34]",
vid_2_frame_39074_4.jpg,N/A,"[26, 5]","[22, 25]","[37, 23]","[20, 43]","[42, 39]","[17, 63]","[46, 55]",
vid_6_frame_22256_3.jpg,N/A,"[8, 1]","[6, 11]","[14, 10]","[6, 22]","[17, 20]","[5, 32]","[22, 29]",
vid_30_frame_1170_1.jpg,N/A,"[15, 1]","[12, 11]","[20, 11]","[10, 19]","[20, 19]","[8, 28]","[24, 28]",
vid_18_frame_2052_6.jpg,N/A,"[8, 1]","[5, 13]","[15, 11]","[5, 25]","[19, 20]","[4, 38]","[24, 33]",
vid_2_frame_27283_0.jpg,N/A,"[28, 0]","[18, 19]","[32, 22]","[13, 33]","[32, 37]","[7, 49]","[34, 52]",
vid_2_frame_20939_1.jpg,N/A,"[15, 1]","[11, 16]","[23, 15]","[10, 27]","[24, 26]","[7, 42]","[27, 41]",
vid_2_frame_34527_1.jpg,N/A,"[18, 4]","[11, 21]","[24, 21]","[9, 35]","[26, 36]","[4, 48]","[28, 50]",
vid_30_frame_1234_1.jpg,N/A,"[17, 2]","[12, 13]","[22, 13]","[11, 22]","[24, 22]","[8, 33]","[25, 32]",
vid_2_frame_9790_3.jpg,N/A,"[5, 2]","[6, 21]","[18, 18]","[7, 34]","[24, 29]","[7, 48]","[31, 44]",
vid_2_frame_36454_0.jpg,N/A,"[21, 6]","[15, 23]","[26, 23]","[13, 36]","[29, 36]","[9, 51]","[29, 52]",
vid_18_frame_2358_13.jpg,N/A,"[10, 2]","[7, 11]","[14, 11]","[6, 18]","[15, 18]","[3, 27]","[17, 26]",
vid_18_frame_2348_5.jpg,N/A,"[8, 3]","[7, 15]","[15, 12]","[8, 24]","[20, 21]","[9, 35]","[26, 31]",
vid_30_frame_1194_0.jpg,N/A,"[18, 3]","[13, 26]","[26, 24]","[12, 41]","[29, 38]","[10, 59]","[34, 57]",
vid_2_frame_37165_0.jpg,N/A,"[14, 1]","[10, 11]","[18, 11]","[8, 19]","[20, 19]","[5, 29]","[23, 28]",
vid_2_frame_7855_0.jpg,N/A,"[25, 2]","[18, 28]","[36, 26]","[15, 50]","[40, 47]","[15, 72]","[47, 64]",
vid_31_frame_2379_0.jpg,N/A,"[15, 1]","[8, 13]","[21, 15]","[7, 25]","[23, 27]","[6, 32]","[24, 33]",
vid_18_frame_2070_1.jpg,N/A,"[8, 1]","[5, 8]","[11, 8]","[4, 16]","[13, 16]","[3, 24]","[13, 23]",
vid_18_frame_2035_1.jpg,N/A,"[18, 2]","[15, 18]","[26, 16]","[15, 32]","[31, 28]","[14, 47]","[35, 41]",
vid_2_frame_19138_3.jpg,N/A,"[14, 5]","[9, 15]","[17, 14]","[8, 22]","[18, 22]","[4, 31]","[19, 32]",
vid_2_frame_5536_0.jpg,N/A,"[20, 1]","[13, 19]","[26, 18]","[11, 33]","[30, 32]","[9, 49]","[34, 50]",
vid_2_frame_25910_0.jpg,N/A,"[21, 4]","[13, 30]","[33, 26]","[11, 50]","[36, 46]","[8, 69]","[41, 66]",
vid_18_frame_2350_3.jpg,N/A,"[7, 2]","[4, 12]","[12, 11]","[3, 20]","[14, 19]","[3, 29]","[15, 28]",
vid_2_frame_16156_3.jpg,N/A,"[16, 0]","[13, 19]","[27, 18]","[12, 31]","[32, 30]","[9, 47]","[38, 44]",
vid_18_frame_2333_0.jpg,N/A,"[6, 1]","[4, 12]","[13, 11]","[4, 22]","[15, 20]","[3, 32]","[20, 29]",
vid_6_frame_22517_8.jpg,N/A,"[5, 2]","[4, 8]","[9, 8]","[4, 15]","[12, 14]","[4, 23]","[16, 20]",
vid_18_frame_2374_2.jpg,N/A,"[24, 3]","[15, 24]","[32, 24]","[11, 40]","[34, 42]","[6, 58]","[38, 58]",
vid_31_frame_2101_2.jpg,N/A,"[17, 0]","[10, 14]","[22, 15]","[7, 26]","[23, 28]","[5, 32]","[24, 33]",
vid_18_frame_2349_2.jpg,N/A,"[16, 3]","[11, 17]","[23, 17]","[9, 30]","[25, 29]","[6, 42]","[27, 42]",
vid_2_frame_25830_0.jpg,N/A,"[26, 4]","[18, 24]","[33, 26]","[14, 40]","[35, 42]","[10, 63]","[41, 63]",
vid_31_frame_1908_2.jpg,N/A,"[10, 1]","[6, 11]","[14, 11]","[4, 20]","[15, 21]","[3, 25]","[16, 26]",
vid_2_frame_9688_0.jpg,N/A,"[23, 1]","[16, 25]","[32, 23]","[17, 43]","[39, 37]","[18, 59]","[46, 52]",
vid_2_frame_27218_1.jpg,N/A,"[11, 0]","[6, 17]","[20, 15]","[6, 29]","[24, 27]","[5, 41]","[28, 37]",
vid_2_frame_9688_1.jpg,N/A,"[23, 2]","[16, 18]","[31, 19]","[15, 32]","[35, 33]","[12, 47]","[38, 48]",
vid_2_frame_35371_0.jpg,N/A,"[21, 3]","[16, 20]","[29, 20]","[15, 30]","[33, 31]","[12, 45]","[39, 45]",
vid_2_frame_26305_1.jpg,N/A,"[17, 3]","[11, 15]","[21, 16]","[10, 26]","[22, 26]","[6, 38]","[25, 39]",
vid_18_frame_2349_3.jpg,N/A,"[10, 2]","[7, 24]","[24, 20]","[7, 43]","[31, 38]","[8, 65]","[40, 57]",
vid_31_frame_1779_1.jpg,N/A,"[21, 0]","[12, 15]","[24, 17]","[8, 28]","[25, 30]","[6, 36]","[25, 38]",
vid_2_frame_4597_0.jpg,N/A,"[28, 8]","[21, 27]","[37, 27]","[18, 44]","[39, 46]","[11, 67]","[40, 67]",
vid_18_frame_2374_3.jpg,N/A,"[5, 3]","[2, 14]","[11, 13]","[2, 24]","[14, 22]","[2, 34]","[17, 32]",
vid_18_frame_2215_7.jpg,N/A,"[8, 1]","[5, 8]","[12, 8]","[5, 15]","[13, 15]","[4, 22]","[14, 22]",
vid_3_frame_22045_9.jpg,N/A,"[8, 0]","[6, 7]","[10, 7]","[5, 13]","[12, 13]","[4, 19]","[13, 19]",
vid_2_frame_3985_1.jpg,N/A,"[17, 1]","[11, 14]","[23, 15]","[10, 24]","[25, 25]","[7, 36]","[27, 38]",
vid_18_frame_2274_10.jpg,N/A,"[15, 0]","[10, 9]","[20, 9]","[8, 21]","[22, 21]","[6, 32]","[24, 32]",
vid_18_frame_2274_6.jpg,N/A,"[27, 1]","[18, 18]","[32, 18]","[14, 33]","[34, 36]","[9, 49]","[35, 52]",
vid_18_frame_2350_2.jpg,N/A,"[12, 1]","[8, 13]","[18, 12]","[8, 23]","[21, 23]","[5, 34]","[23, 32]",
vid_2_frame_5536_1.jpg,N/A,"[13, 2]","[8, 14]","[18, 13]","[8, 22]","[19, 22]","[5, 32]","[20, 33]",
vid_3_frame_9062_0.jpg,N/A,"[24, 4]","[15, 33]","[38, 31]","[15, 60]","[46, 54]","[12, 84]","[53, 78]",
vid_2_frame_10626_6.jpg,N/A,"[11, 1]","[9, 8]","[14, 8]","[8, 14]","[15, 14]","[7, 23]","[16, 23]",
vid_31_frame_2383_2.jpg,N/A,"[13, 2]","[9, 17]","[20, 16]","[7, 30]","[23, 29]","[6, 37]","[24, 35]",
vid_31_frame_1835_4.jpg,N/A,"[8, 1]","[5, 12]","[13, 11]","[5, 21]","[15, 19]","[6, 27]","[18, 23]",
vid_2_frame_19535_2.jpg,N/A,"[15, 2]","[9, 33]","[28, 29]","[8, 55]","[34, 51]","[7, 75]","[42, 68]",
vid_18_frame_2333_3.jpg,N/A,"[4, 0]","[2, 8]","[9, 7]","[3, 17]","[12, 14]","[3, 26]","[16, 22]",
vid_2_frame_16156_0.jpg,N/A,"[40, 4]","[22, 34]","[45, 37]","[18, 57]","[48, 60]","[12, 73]","[50, 82]",
vid_18_frame_2350_0.jpg,N/A,"[9, 2]","[4, 26]","[23, 22]","[6, 46]","[32, 40]","[8, 68]","[40, 58]",
vid_2_frame_19006_0.jpg,N/A,"[12, 2]","[7, 16]","[18, 16]","[5, 27]","[20, 28]","[3, 41]","[23, 40]",
vid_2_frame_36774_1.jpg,N/A,"[26, 7]","[17, 34]","[36, 29]","[17, 54]","[44, 48]","[17, 73]","[51, 65]",
vid_2_frame_37103_3.jpg,N/A,"[15, 2]","[9, 16]","[19, 16]","[7, 27]","[22, 28]","[4, 37]","[23, 38]",
vid_18_frame_2341_8.jpg,N/A,"[7, 0]","[5, 11]","[13, 10]","[5, 21]","[15, 19]","[4, 31]","[19, 28]",
vid_18_frame_2374_1.jpg,N/A,"[10, 3]","[6, 20]","[19, 18]","[6, 34]","[23, 31]","[5, 48]","[28, 45]",
vid_18_frame_2394_4.jpg,N/A,"[5, 2]","[4, 14]","[12, 13]","[3, 24]","[15, 22]","[3, 36]","[20, 32]",
vid_5_frame_1319_0.jpg,N/A,"[14, 2]","[9, 19]","[22, 19]","[9, 36]","[25, 34]","[5, 51]","[33, 47]",
vid_2_frame_6949_4.jpg,N/A,"[14, 1]","[9, 9]","[16, 9]","[7, 16]","[17, 17]","[3, 25]","[15, 26]",
vid_18_frame_2057_6.jpg,N/A,"[6, 0]","[4, 8]","[11, 7]","[3, 17]","[14, 15]","[4, 25]","[16, 21]",
vid_18_frame_2328_0.jpg,N/A,"[5, 2]","[4, 12]","[12, 11]","[4, 22]","[15, 19]","[5, 32]","[19, 29]",
vid_18_frame_2254_1.jpg,N/A,"[10, 2]","[7, 18]","[18, 15]","[7, 30]","[23, 28]","[6, 45]","[28, 40]",
vid_2_frame_27218_3.jpg,N/A,"[21, 1]","[12, 17]","[26, 17]","[10, 28]","[27, 30]","[7, 39]","[31, 42]",
vid_6_frame_22531_10.jpg,N/A,"[5, 0]","[3, 12]","[12, 10]","[4, 23]","[16, 20]","[8, 35]","[21, 31]",
vid_31_frame_2378_5.jpg,N/A,"[14, 3]","[8, 16]","[19, 17]","[6, 27]","[20, 28]","[4, 32]","[22, 33]",
vid_31_frame_2007_3.jpg,N/A,"[12, 1]","[8, 11]","[16, 11]","[7, 20]","[17, 19]","[6, 23]","[19, 22]",
vid_18_frame_2254_0.jpg,N/A,"[11, 3]","[7, 16]","[17, 16]","[6, 27]","[19, 26]","[5, 39]","[24, 37]",
vid_2_frame_19139_6.jpg,N/A,"[21, 2]","[13, 16]","[26, 17]","[11, 28]","[27, 28]","[8, 41]","[28, 41]",
vid_31_frame_2343_3.jpg,N/A,"[23, 3]","[14, 16]","[26, 18]","[10, 29]","[26, 31]","[7, 34]","[26, 37]",
vid_18_frame_2328_1.jpg,N/A,"[7, 1]","[5, 11]","[12, 9]","[5, 20]","[15, 18]","[4, 29]","[18, 25]",
vid_2_frame_5127_2.jpg,N/A,"[17, 2]","[12, 15]","[20, 15]","[10, 24]","[21, 24]","[5, 37]","[22, 38]",
vid_2_frame_25830_2.jpg,N/A,"[25, 2]","[16, 28]","[33, 24]","[14, 48]","[36, 43]","[13, 69]","[42, 61]",
vid_18_frame_2349_0.jpg,N/A,"[8, 4]","[5, 14]","[13, 14]","[5, 22]","[14, 22]","[4, 31]","[17, 31]",
vid_18_frame_2228_4.jpg,N/A,"[7, 0]","[5, 10]","[13, 9]","[4, 19]","[15, 17]","[4, 27]","[18, 25]",
vid_18_frame_2394_5.jpg,N/A,"[9, 1]","[5, 12]","[15, 12]","[5, 25]","[18, 22]","[3, 36]","[23, 32]",
vid_31_frame_2101_0.jpg,N/A,"[11, 3]","[7, 11]","[15, 12]","[6, 18]","[15, 18]","[5, 22]","[16, 22]",
vid_2_frame_35746_0.jpg,N/A,"[19, 1]","[12, 19]","[22, 18]","[8, 33]","[23, 32]","[4, 47]","[27, 46]",
vid_5_frame_1361_1.jpg,N/A,"[19, 1]","[14, 23]","[30, 23]","[12, 43]","[34, 40]","[10, 60]","[43, 54]",
vid_18_frame_2374_0.jpg,N/A,"[12, 2]","[9, 28]","[27, 24]","[10, 48]","[35, 43]","[10, 72]","[46, 62]",
vid_2_frame_37103_2.jpg,N/A,"[12, 4]","[7, 16]","[17, 16]","[6, 26]","[18, 26]","[3, 37]","[21, 33]",
vid_2_frame_36774_0.jpg,N/A,"[41, 6]","[28, 34]","[50, 35]","[25, 56]","[53, 62]","[18, 79]","[59, 84]",
vid_30_frame_1785_0.jpg,N/A,"[17, 0]","[10, 12]","[20, 12]","[8, 21]","[20, 22]","[4, 29]","[21, 31]",
vid_18_frame_1282_1.jpg,N/A,"[11, 2]","[6, 18]","[19, 16]","[6, 30]","[22, 28]","[3, 43]","[27, 40]",
vid_18_frame_2274_5.jpg,N/A,"[40, 2]","[24, 26]","[45, 30]","[16, 47]","[46, 53]","[7, 71]","[44, 79]",
vid_18_frame_2350_1.jpg,N/A,"[14, 0]","[9, 15]","[22, 15]","[7, 28]","[24, 28]","[4, 42]","[27, 41]",
vid_31_frame_2345_1.jpg,N/A,"[19, 1]","[10, 15]","[21, 18]","[5, 28]","[21, 32]","[1, 34]","[22, 39]",
vid_2_frame_10153_4.jpg,N/A,"[63, 4]","[45, 40]","[66, 49]","[36, 67]","[66, 84]","[25, 95]","[65, 123]",
vid_2_frame_34458_3.jpg,N/A,"[12, 0]","[8, 13]","[18, 12]","[8, 23]","[21, 21]","[6, 33]","[23, 31]",
vid_18_frame_2350_5.jpg,N/A,"[7, 1]","[5, 12]","[14, 11]","[5, 22]","[16, 19]","[4, 32]","[20, 29]",
vid_18_frame_2274_1.jpg,N/A,"[6, 3]","[3, 16]","[14, 13]","[4, 27]","[19, 23]","[5, 40]","[24, 35]",
vid_18_frame_2315_5.jpg,N/A,"[4, 1]","[3, 11]","[12, 10]","[3, 23]","[15, 19]","[5, 34]","[20, 30]",
vid_2_frame_36769_1.jpg,N/A,"[11, 2]","[8, 15]","[17, 15]","[6, 24]","[19, 24]","[3, 37]","[21, 36]",
vid_18_frame_2394_1.jpg,N/A,"[46, 1]","[30, 27]","[52, 31]","[22, 51]","[52, 57]","[10, 74]","[53, 83]",
vid_18_frame_2250_0.jpg,N/A,"[31, 1]","[19, 22]","[39, 24]","[14, 41]","[41, 44]","[8, 63]","[43, 66]",
vid_18_frame_2374_4.jpg,N/A,"[16, 4]","[12, 17]","[24, 17]","[10, 29]","[26, 29]","[7, 43]","[28, 42]",
vid_18_frame_2331_4.jpg,N/A,"[11, 2]","[8, 11]","[16, 10]","[7, 20]","[19, 18]","[7, 29]","[22, 27]",
vid_2_frame_16699_2.jpg,N/A,"[11, 3]","[7, 20]","[17, 20]","[6, 34]","[22, 33]","[3, 47]","[27, 46]",
vid_2_frame_26839_0.jpg,N/A,"[20, 2]","[13, 19]","[24, 20]","[11, 31]","[27, 31]","[7, 41]","[28, 41]",
vid_18_frame_2228_0.jpg,N/A,"[7, 1]","[4, 17]","[16, 14]","[4, 32]","[22, 28]","[6, 44]","[27, 39]",
vid_18_frame_2349_4.jpg,N/A,"[9, 3]","[6, 15]","[16, 13]","[5, 28]","[21, 26]","[5, 41]","[26, 38]",
vid_2_frame_35154_3.jpg,N/A,"[24, 4]","[16, 26]","[32, 23]","[16, 44]","[37, 41]","[13, 61]","[42, 57]",
vid_2_frame_14774_0.jpg,N/A,"[28, 0]","[21, 18]","[35, 20]","[17, 32]","[36, 34]","[12, 46]","[39, 49]",
vid_2_frame_27881_0.jpg,N/A,"[8, 5]","[5, 11]","[11, 11]","[4, 17]","[12, 17]","[3, 23]","[13, 23]",
vid_30_frame_1168_1.jpg,N/A,"[21, 4]","[13, 29]","[31, 27]","[12, 46]","[34, 45]","[10, 64]","[39, 63]",
vid_2_frame_34618_2.jpg,N/A,"[18, 2]","[12, 17]","[25, 17]","[12, 28]","[27, 29]","[7, 44]","[31, 44]",
vid_2_frame_1877_3.jpg,N/A,"[13, 1]","[8, 9]","[17, 9]","[6, 17]","[17, 17]","[3, 25]","[17, 26]",
vid_18_frame_2254_4.jpg,N/A,"[8, 1]","[5, 10]","[13, 9]","[4, 19]","[15, 19]","[2, 28]","[17, 27]",
vid_2_frame_1877_2.jpg,N/A,"[23, 1]","[18, 20]","[32, 17]","[15, 36]","[35, 32]","[10, 56]","[37, 50]",
vid_31_frame_1808_0.jpg,N/A,"[20, 2]","[12, 15]","[23, 17]","[8, 28]","[24, 31]","[5, 34]","[25, 37]",
vid_18_frame_2057_2.jpg,N/A,"[12, 1]","[8, 13]","[17, 12]","[8, 24]","[19, 23]","[5, 35]","[23, 32]",
vid_31_frame_2385_0.jpg,N/A,"[13, 1]","[7, 19]","[21, 18]","[6, 34]","[24, 31]","[6, 42]","[27, 40]",
vid_2_frame_15080_0.jpg,N/A,"[17, 3]","[12, 37]","[33, 32]","[13, 59]","[41, 54]","[12, 80]","[50, 70]",
vid_2_frame_34618_3.jpg,N/A,"[15, 3]","[10, 13]","[17, 13]","[8, 19]","[17, 20]","[4, 27]","[18, 28]",
vid_30_frame_1168_0.jpg,N/A,"[29, 2]","[18, 17]","[32, 19]","[15, 28]","[32, 31]","[7, 39]","[34, 46]",
vid_2_frame_16152_0.jpg,N/A,"[25, 2]","[18, 18]","[30, 17]","[15, 30]","[32, 31]","[9, 47]","[32, 48]",
vid_2_frame_20789_3.jpg,N/A,"[10, 1]","[7, 9]","[13, 9]","[6, 14]","[14, 14]","[4, 20]","[14, 20]",
vid_18_frame_2361_9.jpg,N/A,"[13, 0]","[8, 11]","[17, 11]","[6, 21]","[18, 22]","[3, 31]","[21, 32]",
vid_18_frame_2228_1.jpg,N/A,"[12, 4]","[10, 41]","[37, 27]","[18, 72]","[55, 52]","[23, 92]","[72, 70]",
vid_2_frame_6949_0.jpg,N/A,"[39, 3]","[23, 26]","[41, 28]","[16, 46]","[41, 50]","[9, 64]","[45, 71]",
vid_2_frame_35154_2.jpg,N/A,"[12, 2]","[7, 11]","[15, 11]","[6, 18]","[16, 18]","[3, 25]","[17, 26]",
vid_18_frame_2349_5.jpg,N/A,"[6, 1]","[3, 11]","[12, 9]","[4, 19]","[14, 17]","[3, 30]","[18, 27]",
vid_31_frame_1625_3.jpg,N/A,"[10, 1]","[5, 13]","[16, 13]","[4, 25]","[19, 23]","[3, 30]","[20, 28]",
vid_18_frame_2250_1.jpg,N/A,"[12, 8]","[10, 44]","[37, 34]","[15, 74]","[52, 59]","[20, 103]","[68, 82]",
vid_18_frame_2331_5.jpg,N/A,"[7, 5]","[4, 15]","[13, 12]","[6, 25]","[16, 22]","[5, 36]","[21, 31]",
vid_18_frame_2215_1.jpg,N/A,"[15, 2]","[12, 28]","[30, 23]","[12, 49]","[38, 41]","[13, 69]","[47, 62]",
vid_18_frame_2394_0.jpg,N/A,"[22, 1]","[15, 18]","[29, 19]","[11, 33]","[30, 35]","[7, 50]","[33, 52]",
